Id,ASCIIName,CountryNameEN,Population,Timezone
3fcdc631-53fd-4d67-9035-b49551693cb5,Ahraura,India,25075,Asia
2be170f8-5d7d-4ff1-91bc-0216fa7eb624,Ris-Orangis,France,25082,Europe
5116cae0-d440-4b1b-be2b-f3b69c0feadc,Roth,Germany,25083,Europe
73807112-be83-4470-b761-efb3a7d7ec53,Pfungstadt,Germany,25084,Europe
1373887e-a8de-47fb-aee0-4b5f2ec289db,Sandomierz,Poland,25087,Europe
a0fed4d8-9319-4c47-9fee-24964a6ec6b0,San Marcos,Guatemala,25088,America
63d765bb-8708-4403-8c7e-87cc262fbac0,Budaors,Hungary,25089,Europe
926313ad-8949-4d0a-995d-d30d5e072df5,Himamaylan,Philippines,25089,Asia
9c610666-2ecf-40fc-a185-027e40bde2c1,Akune,Japan,25089,Asia
ffe1dc0d-033c-41d0-ba85-d0dd6dd14f5a,Valls,Spain,25092,Europe
049406a0-85c4-4e78-a42e-4408e51d56f5,Norden,Germany,25093,Europe
cb09b3ad-bb5e-402d-941a-6f6608e840e2,Vayalar,India,25094,Asia
62303f67-2e58-4770-930e-25b988fe4586,Changxin,China,25095,Asia
9e8eafa9-ab58-4662-bfd6-c2b1e96068b9,Korostyshiv,Ukraine,25099,Europe
4e7bc90a-c65e-4ded-9806-07128709b86e,Buritizeiro,Brazil,25103,America
e62fc14e-6456-49c1-ad15-25414d9ff32a,Cuautlancingo,Mexico,25104,America
8a8d63f8-d497-4aa2-a212-44d6a4e69d29,Mosbach,Germany,25106,Europe
37619631-c09c-4cb7-8a1a-47d7a1d887a4,Lohne,Germany,25111,Europe
25d1fb92-6b9c-43b2-8dff-f9d2a6443d05,Yamazakicho-nakabirose,Japan,25115,Asia
4d976418-481c-462b-a695-dbf1fbc015a8,Blackheath,United Kingdom,25116,Europe
25d4543e-02c4-4112-8746-5a6f0c97c523,Tanjungtiram,Indonesia,25118,Asia
ac96f715-53d5-4e74-9dcf-c148db8ca110,Sidi Merouane,Algeria,25129,Africa
507b3b02-e60b-4421-ad06-a77b30cabbeb,Belvidere,United States,25132,America
c966f813-12a2-4754-b486-b627b57a0eb5,Mako,Hungary,25135,Europe
44697b50-cb64-4427-b879-9ba00b53d07a,Mauldin,United States,25135,America
0062a5dc-4fc4-4ef9-898e-dfb0ede5add8,Victoria,Argentina,25139,America
95388d95-f5dd-460e-b7b6-921005b211ea,Saryaghash,Kazakhstan,25139,Asia
b08ac46c-732f-41eb-9b6c-e2f583e1e0f8,Chatswood,Australia,25140,Australia
2377bbce-d528-4018-a5b8-7b3d57a85564,Bologoye,Russian Federation,25142,Europe
5cedd9d9-eb3f-427d-8165-7b4f1a690272,Enzan,Japan,25142,Asia
8e9e7e6e-c1d9-4e9a-91b0-5a6111695ca0,Flemalle-Haute,Belgium,25144,Europe
953f1379-8edd-4bd5-b26c-6209f3d5c982,Luchingu,Tanzania- United Republic of,25145,Africa
ceff2f4f-09b9-4097-89f5-0dd87ba3d5a6,Santa Ana,Peru,25145,America
d6d2d0e9-f7f7-48b4-9214-712024377344,Teluk Nibung,Indonesia,25146,Asia
6c484055-c6b9-4b21-b9bc-e71334753cca,Tatarsk,Russian Federation,25150,Asia
9cec35b0-cb9f-457c-9497-25111ffcaec6,Ommoord,Netherlands,25150,Europe
87406ecb-8a3c-4f1f-b92e-cadc919e4748,Arumuganeri,India,25151,Asia
6aaf1c01-92a2-4b9f-b66f-f6be0edc7fa6,Hermanus,South Africa,25153,Africa
3f75345a-d913-4660-97a3-fba3e2c6af68,Al Bukayriyah,Saudi Arabia,25153,Asia
9e894b03-52d3-4807-b889-5d581735fc7f,Herblay,France,25153,Europe
e80943c2-892f-415e-92d9-93f8053edecd,Vezirkopru,Turkey,25155,Europe
e3653bd9-c627-4254-b3bf-96fb317a0463,Wyandotte,United States,25156,America
ab25cde1-8ce1-4da4-8d2b-648d99048280,Butzbach,Germany,25156,Europe
b17f3029-19c4-4f37-af4a-875a9f34e9b2,Kagizman,Turkey,25157,Europe
5004be88-b89c-4c47-b38d-de71a70b5f11,Watermael-Boitsfort,Belgium,25157,Europe
aa808c37-9b12-4d63-a024-61a3f1903e7d,Colinas,Brazil,25158,America
592314a8-80f5-411c-be99-a7c1dffa9147,Alamo,Mexico,25159,America
d7051430-c149-4c2a-a5f1-ad7c36641d3d,Berchem-Sainte-Agathe,Belgium,25162,Europe
0d604e0e-347e-4dbe-8d6b-7e6f21580667,Netphen,Germany,25163,Europe
9aa32b59-0e0c-4204-a90f-3d1c3ca5c0ee,Ciudad Altamirano,Mexico,25168,America
ff8bc93b-c959-4f49-ae09-a80abbb9a800,Nacka,Sweden,25170,Europe
9f85d9ad-3f7e-448b-89ad-d0c7c3da6ebb,Ringas,India,25171,Asia
4e2ff136-877e-4268-9818-a4e5ffacbbc9,Woodburn,United States,25173,America
a0a4df45-7be0-4d79-be93-f2fac7def59f,Lockport,United States,25175,America
e5343a33-df10-43bd-871e-cb6b31a69bde,Ardmore,United States,25176,America
40bcd976-6188-473d-8559-f3e4d4359bb5,Gelibolu,Turkey,25178,Europe
d801608b-99d0-4760-ba5e-d21d4856cba4,Plottier,Argentina,25186,America
e085a826-c527-446f-b41f-6ff37b09aa3c,Paraiso,Mexico,25186,America
fcbe53b0-aff8-413c-be54-fe86c7c627e0,Faqirwali,Pakistan,25186,Asia
8dad9e68-77ec-4b20-bf2f-7ef410e1d34d,Alice Springs,Australia,25186,Australia
f95c50ac-61d1-4e4e-b95a-1ce93d74b256,Mostovskoy,Russian Federation,25188,Europe
2a71c4e1-3d0e-4fe2-aa17-f1c32571159f,Woodstock,United States,25189,America
bb4f6254-20f4-46bb-b678-b909a57ae86b,Dolores,Argentina,25190,America
05d121c2-8efc-44d7-b9a7-2de8f6669af1,Gursarai,India,25191,Asia
d899fda6-5d40-4681-8343-ae1acd968549,Middle River,United States,25191,America
7e2f5baa-b378-432e-946c-6cb0fbbb460a,Mbinga,Tanzania- United Republic of,25192,Africa
92b41333-3237-43b4-9441-66fe3b311876,Harvey,United States,25194,America
0eed714c-13b8-4fee-b31b-a0b7aee04fe8,Chai Badan,Thailand,25196,Asia
3261369f-4ae2-47f8-96e6-c18cd5a4d8c3,Kaele,Cameroon,25199,Africa
39b25ddd-6661-44e3-9bff-bc7101179074,Chaska,United States,25199,America
e681ceab-991e-4b95-8aa4-ed0ff26b7ba8,Coudekerque-Branche,France,25201,Europe
3d77e02c-493e-42a0-836b-622fb851c37f,Vilyuchinsk,Russian Federation,25204,Asia
d454c7d6-341a-4ce2-9c51-b92dbae18f9f,White Bear Lake,United States,25205,America
b4631106-9e7a-433a-8454-e9dc88e987c2,Balch Springs,United States,25210,America
f0f34a67-f659-415f-90dc-ae005e05529f,Sandusky,United States,25212,America
16dca746-f103-45d7-b02b-86bf825c3e38,Varel,Germany,25212,Europe
1f6a5d30-0c48-43a9-9d5e-71494997a6be,Yuriria,Mexico,25216,America
5273e14f-21c3-4e16-91a6-d2752fd043e3,Ijuin,Japan,25217,Asia
b012e232-0971-4bf9-ae7c-338d84cdb8ed,Sainte-Therese,Canada,25224,America
19bc8e37-ae7f-4363-92e5-711a7ffc8c89,Sapanca,Turkey,25224,Europe
6832e620-7cab-4b5e-9149-97ce5eeb52b4,Tipaza,Algeria,25225,Africa
956b1d9e-369f-404e-9682-1ac38d50115b,Devanhalli,India,25228,Asia
5ae0cf4e-f4aa-4703-8c00-d2cba9e2aad1,Petrila,Romania,25234,Europe
aa70b8e6-cbe5-4ce3-8350-676be029dbc7,Rimavska Sobota,Slovakia,25235,Europe
c6de9185-0fd1-4664-a027-bec15521e3bc,Baloda Bazar,India,25235,Asia
c7626ae2-b0c5-4c08-ad79-8c1eae66ecd2,Surman,Libyan Arab Jamahiriya,25235,Africa
426bc5ed-08ce-4b3e-aa28-1857b35f1c56,South Yarra,Australia,25237,Australia
d77ffaa3-a24b-4ecd-a245-4ed9bd0a0b92,Mendi,Ethiopia,25239,Africa
5de6f34f-f806-4bea-b7cc-1d77482046a2,Anserma,Colombia,25242,America
c5eb2d81-941d-4e7c-bec2-497019e3e16e,Kinzan,Korea- Republic of,25243,Asia
cd49a2ac-c763-4655-98c7-8c0292c0b25d,Yarmouth,United States,25243,America
2ff70073-184f-46a7-8958-fe55d1dc3e50,Murree,Pakistan,25247,Asia
0db2dd30-9d0a-4b1a-b8e8-d6e2c8ad3ca4,Machhlishahr,India,25247,Asia
99f4f1a8-0e6c-4d2a-a634-9f12a717b1c6,Wolfen,Germany,25251,Europe
78b1f91d-fcfb-4e6f-b8c3-13bf6cab5dc8,Clinton,United States,25254,America
a7df7a8d-742a-4cc5-83de-f5a867f4c6d3,Grandview,United States,25256,America
c8c84f52-7fb8-47be-ac6e-9bc84502fe39,Assemini,Italy,25257,Europe
8fd48d42-5701-42bb-b4cf-b6dbe7f7f67e,Guanajay,Cuba,25258,America
9fc29a42-856b-4b98-8c12-b59cd974ace5,La Guaira,Venezuela- Bolivarian Rep. of,25259,America
ea52d005-2d68-471a-a89c-c6c2dfd8df87,Reinbek,Germany,25261,Europe
b63e1d77-d63f-42c5-819f-e100ca922eda,Lajedo,Brazil,25261,America
daf1b1f1-ba4c-43b6-b029-660507c612ed,Kithor,India,25262,Asia
afe30308-eb99-4776-ad0c-109bc3e94b54,Paraparaumu,New Zealand,25263,Pacific
1e718225-5e5d-46ca-a29f-c83769744abc,Morro Agudo,Brazil,25265,America
ec7b46cb-96c0-4571-a113-0a4bc61acb3a,Ibra',Oman,25265,Asia
070b1023-3408-487f-861a-3bbd720130f0,Shamsabad,India,25266,Asia
0e2612d2-af71-46e3-973d-3552aface870,Songadh,India,25269,Asia
28250a66-4e72-4e5d-80c5-ca440f7dcc05,Piraju,Brazil,25270,America
f1fa69b3-998a-488c-bb63-da2925417eb4,Castlewood,United States,25271,America
0e7a8e88-6a8e-44b9-bd24-6e23e06ee2cc,Ellwangen,Germany,25276,Europe
87f2742a-750f-4c08-ac2b-249c9ac53185,Pompeu,Brazil,25277,America
c4c51c9a-d1c8-43e9-b5d6-8627b416d7e8,Iiyama,Japan,25281,Asia
fae5c22f-5e45-4793-a69f-67441942f89c,Prior Lake,United States,25282,America
eb3a5670-00aa-47b2-9dbe-fa2edd79fdb6,Lumding Railway Colony,India,25283,Asia
e088654d-eab9-4e52-85be-33fe244d4ab0,Griesheim,Germany,25287,Europe
19e0241a-b4bf-44b8-be01-9b940362b0e8,Pszczyna,Poland,25288,Europe
86b889fa-6e2c-4832-b4e8-8d33d2cd72f5,Daura,Nigeria,25289,Africa
4c0d449b-03a2-434a-8990-8b39f4dfccb0,Nanchital de Lazaro Cardenas del Rio,Mexico,25289,America
2c8f224b-3008-46f6-bd71-62d13a55818c,Jalalabad,India,25302,Asia
a4489fbb-72f8-42f6-b854-0dbe0e577624,Galt,United States,25303,America
1d9df407-b24e-4054-bfd8-d832d36f5586,Cabagan,Philippines,25304,Asia
a6ccd496-b26f-48e1-84fb-0158e94fec45,Anupshahr,India,25306,Asia
37855153-240a-4b94-a093-35e5ee5f65c0,Emiliano Zapata,Mexico,25309,America
40d9da75-477c-4c72-99ba-89fe3c903162,Vohibinany,Madagascar,25311,Indian
16ad0363-9320-4b42-a8cf-c7f4e2a8f96a,Hadagalli,India,25311,Asia
c924ffa0-59c7-423b-9630-df99b5768e40,Hercules,United States,25314,America
0b2fc2c5-76c4-4dca-8afb-a4ca334a87c9,Gerash,Iran- Islamic Rep. of,25316,Asia
b26bb428-8868-428b-b37b-be5dd0c7bfbf,Carangola,Brazil,25321,America
c92f8a2e-1a4c-4e75-99f4-e806c98a5348,Asandh,India,25323,Asia
3731377c-529b-4a76-a04d-a2c9890a0fca,Banganapalle,India,25325,Asia
ee8e0d79-a1c6-480a-acba-d8c73a1985c0,Chanhassen,United States,25332,America
17728e7e-082d-4460-ad8f-c5b3ac3c7bf3,Lochearn,United States,25333,America
5df1b146-0ad7-45f6-b534-5f268df4b907,Orvault,France,25338,Europe
31298b85-adb2-4a96-b9c3-718e1213b6ed,Waddinxveen,Netherlands,25338,Europe
8e47ce20-7aa0-4c39-b8e5-ca1533756e32,Sundarnagar,India,25338,Asia
4f93b6c5-8498-4433-a5dc-dfd97c22eaf2,Sao Lourenco do Sul,Brazil,25340,America
db871abe-2cff-4f85-8e3b-49a2458031ba,Bad Honnef,Germany,25348,Europe
ae3d0521-3c95-4599-910d-7b49870cabb6,Nelidovo,Russian Federation,25349,Europe
784e0fa2-8e5e-46a4-b393-21296adae572,Veghel,Netherlands,25352,Europe
5ae9f828-f7c5-453b-b9ff-7b5a85885b6b,Nerekhta,Russian Federation,25352,Europe
439b2533-80b1-4d61-8778-5c4d090f4c09,Wassenaar,Netherlands,25353,Europe
0bab3f8f-c351-4118-becb-f81eae3a98e1,Witham,United Kingdom,25353,Europe
20005926-4e42-400f-9673-43f64f6c6007,Chardara,Kazakhstan,25356,Asia
2a7f68f3-bdc2-48d6-a8c9-d347c8eee816,Fleetwood,United Kingdom,25359,Europe
f0518bdc-0752-4d13-8c9d-e9259ceb3f56,Kadakkavoor,India,25362,Asia
fc69d3e4-8fdc-423a-a13a-231ac1b5f0f7,Rhosllanerchrugog,United Kingdom,25362,Europe
7bd8b2a4-8694-4cf0-b1f4-41323d64029d,Omutninsk,Russian Federation,25364,Europe
81a839aa-3811-47f8-9cf2-72df540ccfaa,Starkville,United States,25366,America
0181f9ba-2a54-4015-98ad-a8c650d39c5d,G`uzor,Uzbekistan,25368,Asia
829e3d6d-806e-4de1-83e5-e7ffc71e8abf,Salamina,Greece,25370,Europe
5a419517-f9ec-45fa-966e-e3897c99ea68,Henin-Beaumont,France,25371,Europe
50c3a9f1-a9e9-415d-ac32-8a1d1558679a,Kokstad,South Africa,25373,Africa
2a7a2a22-a03e-4e9d-a201-0d606173caf5,Karkala,India,25374,Asia
ebd75c08-3ee0-43be-b943-1e5091f1e765,Guadalupe,Peru,25376,America
16d807bc-1373-4f99-90c0-d38f5cb06ff8,Hampton Park,Australia,25377,Australia
66a453b4-3212-4230-bb8a-42dbaf0d4646,Melrose Park,United States,25379,America
96448a87-75bd-4be3-80b8-35f9f1eed4f4,Saraj,Macedonia- The former Yugoslav Rep. of,25379,Europe
cbd763b3-ae2c-4a2e-9907-7d59444609e2,Ixtepec,Mexico,25381,America
b8bf15ae-65ee-4fab-a21b-7bfbb12609d6,Perama,Greece,25389,Europe
a2663d48-12a2-4b78-a45b-9a26c00a7704,Elmadag,Turkey,25394,Europe
358b71fd-f2ff-404d-ba92-a6aedf782f49,Querecotillo,Peru,25396,America
d3ca33e7-0968-4686-9e4f-8441372377a2,Marataizes,Brazil,25397,America
78ec4f56-3d30-4f88-91fc-f712a6b8f38e,Majuro,Marshall Islands,25400,Pacific
766b85b8-91f8-4e48-89d7-da88670651ca,Kamimaruko,Japan,25403,Asia
c4a8678d-6408-42de-beb8-ce6890afd9bf,Vynohradiv,Ukraine,25403,Europe
afbe8dbc-651b-41d5-bb54-082b879fbdda,Nileshwar,India,25405,Asia
9bab81c6-ce17-4717-999d-83d00d0f7519,Saratoga Springs,United States,25407,America
7e6c4193-bcba-462d-a529-ac7bcf5865b2,Burlington,United States,25410,America
ac4dcd04-4299-4452-8571-849083a78f07,San Rafael,Costa Rica,25410,America
4abbb5b2-c07a-49c5-bf8b-f347292aabfd,Neietsu,Korea- Republic of,25413,Asia
788fa856-fb34-4a7d-889f-4d5a0581f2e2,Limonar,Cuba,25421,America
65d884a8-6adb-4fcb-94a7-debd0d46d4c9,Zelino,Macedonia- The former Yugoslav Rep. of,25422,Europe
9a70284d-cb36-47c2-994a-011dfbe455a9,Ayutuxtepeque,El Salvador,25426,America
376c06ac-98d3-42bb-ba30-0f94a47d2860,At Tafilah,Jordan,25429,Asia
471430d3-0447-4f43-9672-2cf4a4efb800,Budhlada,India,25431,Asia
54026750-e25a-4395-820f-08569ab50e29,Salem,United States,25432,America
e12f828f-87ae-42f1-b7e8-f9950e32fb7d,Kuttampuzha,India,25436,Asia
02703425-2a94-463e-8f87-b8bf8e17ed72,Hukkyo-ri,Korea- Dem. People's Rep. of,25437,Asia
7ded37a5-20c4-4f1d-a8f1-1c0ded55b4a1,Moskhaton,Greece,25441,Europe
e365f82c-dfef-4bcf-84e7-787d58f428be,Ossining,United States,25441,America
11a5fd13-8960-4f43-93ae-d80d1b2931fe,Heppenheim an der Bergstrasse,Germany,25442,Europe
06771666-4943-4d44-a033-c22f29917103,Popasna,Ukraine,25442,Europe
53aa7e64-4025-4f7e-83b2-168edb59d757,St Austell,United Kingdom,25447,Europe
e576f62d-5806-4148-833b-e59233ff451d,Bannur,India,25455,Asia
db3d7af7-028e-4c0f-b616-977fce2d614f,Velenje,Slovenia,25456,Europe
a38db2a2-a67d-4bb7-943d-833530f2f762,Dongen,Netherlands,25464,Europe
784fa977-eeb0-4c08-86c9-bf27e915152b,Duiven,Netherlands,25469,Europe
f686b6ab-23e9-44a1-ab27-9052169a761b,Canton,United States,25469,America
5df09b29-2d89-4153-97f6-d15508946b65,Hornchurch,United Kingdom,25470,Europe
0aeb0e6b-4a6e-4be3-a6cd-423855b15f2e,Navrongo,Ghana,25470,Africa
98e06e08-6a6b-4b8a-8027-83abc5be202d,Salaga,Ghana,25472,Africa
6539c85f-2345-4858-98de-584831a3ce40,Bartley Green,United Kingdom,25473,Europe
aa6fad43-108f-4c6a-b09e-6866437929a3,Rudolstadt,Germany,25476,Europe
146b247d-eb7c-4062-a051-3fb179548822,Kagal,India,25479,Asia
3f8cf80e-9aa2-430f-8213-de07680478d9,Colleyville,United States,25487,America
96e7ee65-1c02-49ce-9c44-10fcf6bdf27e,Cullinan,South Africa,25490,Africa
048f2858-b216-4568-82a0-5a6514b0e58b,Koelwar,India,25494,Asia
05ed995b-ae3e-4061-8189-3393cc097084,Soko,Indonesia,25494,Asia
f33f6144-474b-46e7-bca6-ab87d1f20686,Mehndawal,India,25495,Asia
10e864d6-fb94-49c5-a0fe-5649f0a6abcc,Prince Edward,Canada,25496,America
ceedcdc0-e6c5-47fa-ba8c-67d81d3b2de3,Zanesville,United States,25498,America
efdbff3a-cdd7-4b40-85c4-2e6c1bfbd5fb,Quart de Poblet,Spain,25499,Europe
1cb1e9f8-a491-4ea8-91b1-75c5c9697287,Yoshida-kasugacho,Japan,25500,Asia
ce0aee8d-5681-4264-9f1d-76de9886e0eb,Coulsdon,United Kingdom,25500,Europe
a6022a83-94ba-44ac-b221-6e19570cd212,Colonelganj,India,25503,Asia
72893c28-8987-41b7-a0f9-31352a721ccc,Bramhall,United Kingdom,25506,Europe
bfd4a8c6-6336-44a5-b2be-88081d01f251,Rottweil,Germany,25510,Europe
2aeca6e5-5c3c-4e71-9bd1-74b485e1d8b9,Mixquiahuala de Juarez,Mexico,25510,America
6b083a47-fb93-44ff-9176-38810b6f6b7f,Kireyevsk,Russian Federation,25513,Europe
b725252c-c305-489c-9a44-884a93a275b7,Hawarden,United Kingdom,25513,Europe
88b60e50-a07a-4064-b681-e5e06711d284,Kallidaikurichi,India,25513,Asia
5c085c66-926e-4b0d-a762-68f503f56ccb,Subaykhan,Syrian Arab Republic,25514,Asia
74d99289-2395-48b3-aa02-82dd6363660a,Rocha,Uruguay,25515,America
51e7fc91-6780-40f8-ac5b-f5e7f80faff2,Helmstedt,Germany,25515,Europe
9abc9633-3757-489b-8940-446b2fd225b5,Santana do Paraiso,Brazil,25515,America
0989934a-36d8-42cb-9148-83e6a106e45d,Meckenheim,Germany,25515,Europe
709a5d98-80c1-445e-aed5-3dfaa96b7511,San Vicente de Canete,Peru,25517,America
b1566227-6957-4095-942a-b4a2da9777eb,Crowthorne,United Kingdom,25522,Europe
f721501c-a5b5-4439-89d0-6b566ba252b2,Tekkalakote,India,25530,Asia
a9c37ab6-f267-45ac-bf21-01f780cf9247,Rancharia,Brazil,25530,America
65aee276-7744-47f9-a61d-3508509b8431,Tougue,Guinea,25531,Africa
60a4926b-d7be-44b6-8164-7a42b0d53f93,Kariba,Zimbabwe,25531,Africa
856c1e64-d39e-4306-b6d5-2445249ccab9,Lebanon,United States,25534,America
b7ce4930-0c2c-4aed-b482-7c6b17155769,Ganghwa-gun,Korea- Republic of,25535,Asia
b679fe06-237b-40c1-bfb6-df3351309f69,Mauganj,India,25537,Asia
17a6f963-acf8-4329-8f98-b09df934a3aa,West Whittier-Los Nietos,United States,25540,America
eb552822-069c-4ce2-8016-d1f9d7c8a1c8,Val-d'Or,Canada,25541,America
134d883c-1284-49e0-91a7-820c151eb342,Pangkalan Brandan,Indonesia,25542,Asia
0d454777-b2df-41dc-badd-e01a89ec8f4d,Oltiariq,Uzbekistan,25543,Asia
97fcb0dd-7d98-48f4-bd17-2f80f147a531,UEbach-Palenberg,Germany,25544,Europe
fb8c7b62-ecee-48b3-a1b0-c4090813374e,Castelfranco Veneto,Italy,25545,Europe
260c9c94-1766-4276-9f4c-e24a9ebc9aa7,Nubl,Syrian Arab Republic,25546,Asia
87772490-63d7-47f5-b767-b94b6bf44b67,Krnov,Czech Republic,25547,Europe
3c21db05-2edb-43e1-a1c5-0c85d08b75e5,Zhongxing New Village,Taiwan- China,25549,Asia
b72ab56d-2171-4df7-9538-839b5c1bd493,Ekazhevo,Russian Federation,25549,Europe
da04ed95-bbe5-4b30-b2e4-f3beac7e6de3,Valle de Bravo,Mexico,25554,America
7487f426-dd7d-43ec-aa2e-46e1bfc2a557,South Portland,United States,25556,America
c73d0f5f-e44d-40f7-a7df-91b30f0a6af9,Beuningen,Netherlands,25557,Europe
c378bb29-4d4a-49c8-83e5-e09c1a476ddd,Meadow Woods,United States,25558,America
07504c6a-5535-40b9-960f-b38bbb6d16a0,Elmina,Ghana,25560,Africa
eb7d2f33-4c49-4307-b264-e663e0118791,Batabo,Syrian Arab Republic,25560,Asia
6108bee7-daeb-421c-a120-bb353cabf1c7,Heemstede,Netherlands,25562,Europe
ce6f452b-f2c1-4415-a777-c5a08ebf1fac,Edgewood,United States,25562,America
88e17f06-8f8f-4823-986a-4bd3152914fd,Unterschleissheim,Germany,25567,Europe
fae15084-69c3-4ee7-b085-126498c61869,Kamba,Nigeria,25568,Africa
c1e479b2-bd15-4529-97a8-31a31279013e,Eket,Nigeria,25569,Africa
7be68dee-531d-4fd9-acb6-754dd4d0107d,Reedley,United States,25569,America
8cb20c03-d481-42ff-8274-93a842d5a138,Panzos,Guatemala,25569,America
1118b218-e556-4485-88d8-bc3825811de4,Qacha's Nek,Lesotho,25573,Africa
71d2957a-839c-49fd-9e4a-f5c7fa597c50,La Bonanova,Spain,25574,Europe
ba74be8a-f8d2-400b-9249-18be093fee2a,Kalur Kot,Pakistan,25574,Asia
fce133fc-2c10-4b40-b1d2-c369aaa6423b,Koprivnica,Croatia,25579,Europe
baa8ea00-2a72-477a-a00c-fc819233bf29,Vilapicina i la Torre Llobeta,Spain,25581,Europe
d912b253-bf9d-4244-96a1-102e2cf63fb0,Pasighat,India,25581,Asia
d5cee624-dcd2-4e5b-a48f-22b6c9083731,Cabot,United States,25587,America
9e3bddd0-88e4-4f72-bc6f-f07590862b65,Le Creusot,France,25590,Europe
23add100-867a-4368-a49e-3c6819ea6b7c,Bacoli,Italy,25590,Europe
